languageCode,glottocode,family_name,classification
tew,tewa1260,Kiowa-Tanoan,Kiowa-Tanoan/Tewa/Rio Grande Tewa
twx,tewe1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Southern Bantu/Shona (S.10)/Core Shona/Plateau Shona/Tewe
otx,texc1235,Otomanguean,Otomanguean/Western Otomanguean/Otopame-Chinantecan/Otopamean/Otomian/Otomi/Eastern Otomi/Texcatepec Otomi
poq,texi1237,Mixe-Zoque,Mixe-Zoque/Zoque/Gulf Zoque/Texistepec-Ayapa Zoque/Texistepec Popoluca
zpz,texm1235,Otomanguean,Otomanguean/Eastern Otomanguean/Popoloca-Zapotecan/Zapotecan/Zapotec/Core Zapotec/Papabuco/Texmelucan Zapotec
mxb,tezo1238,Otomanguean,Otomanguean/Eastern Otomanguean/Amuzgo-Mixtecan/Mixtecan/Mixtec-Cuicatec/Mixtec/Tezoatlanic/Tezoatlán Mixtec
thy,thaa1239,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Bikwin-Jen/Southern Bikwin-Jen/Jen/Tha
thn,thac1235,Dravidian,Dravidian/South Dravidian/South Dravidian I/Tamil-Kannada/Tamil-Kota/Tamil-Toda/Tamil-Irula/Tamil-Kodagu/Tamil-Malayalam/Malayalamoid/Thachanadan
tcz,thad1238,Sino-Tibetan,Sino-Tibetan/Kuki-Chin-Naga/Kuki-Chin/Peripheral Kuki-Chin/Northeastern Kuki-Chin/Thadoic/Thado Chin
tsq,thai1240,Sign Language,Sign Language/L1 Sign Language/LSFic/ASLic/Thai Sign Language
soa,thai1259,Tai-Kadai,Tai-Kadai/Kam-Tai/Daic-Beic/Daic/Central-Southwestern Tai/Wenma-Southwestern Tai/Sapa-Southwestern Tai/Southwestern Tai/Southwestern Tai P/Chiang Saeng/Black Tai/Thai Song
tha,thai1261,Tai-Kadai,Tai-Kadai/Kam-Tai/Daic-Beic/Daic/Central-Southwestern Tai/Wenma-Southwestern Tai/Sapa-Southwestern Tai/Southwestern Tai/Southwestern Thai PH/Lao-Thai/Thai
cth,thai1262,Bookkeeping,Bookkeeping/Pending Report Release/Thaipum Chin
ths,thak1245,Sino-Tibetan,Sino-Tibetan/Bodic/Kaike-Ghale-Tamangic/Ghale-Tamangic/Tamangic/Gurungic/Thakali-Chantyal/Thakali
nki,than1255,Sino-Tibetan,Sino-Tibetan/Kuki-Chin-Naga/Zemeic/Thangal Naga
thf,than1259,Sino-Tibetan,Sino-Tibetan/Himalayish/Mahakiranti/Newaric/Thangmi-Baram/Thangmi
ssf,thao1240,Austronesian,Austronesian/Western Plains Austronesian/Thao
thk,thar1283,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Northeast Savanna Bantu/Central Kenya Bantu/Eastern Kirinyaga/Northern Kirinyaga/Tharaka
typ,thay1248,Pama-Nyungan,Pama-Nyungan/Paman/Alaya-Athima/Thaypanic/Thaypan
thd,thay1249,Pama-Nyungan,Pama-Nyungan/Paman/Southwest Pama/Upper Southwest Paman/Thayore
thx,thee1240,Bookkeeping,Bookkeeping/The
iin,thii1234,Pama-Nyungan,Pama-Nyungan/South-West Pama-Nyungan/Pilbara/Mantharta/Djiwarli-Thiin/Thiin
thp,thom1243,Salishan,Salishan/Interior Salish/Northern Interior Salish/Thompsonic/Thompson
tou,thoo1240,Austroasiatic,Austroasiatic/Vietic/Cuoi/Tho
ytp,thop1236,Sino-Tibetan,Sino-Tibetan/Burmo-Qiangic/Lolo-Burmese/Loloish/Ni-Li-Kazhouish/Southeastern Ngwi/Highland Phula/Muji/Laghuu-Core Muji/Thopho-Core Muji/Thopho
txh,thra1250,Indo-European,Indo-European/Unclassified Indo-European/Thracian
thw,thud1238,Bookkeeping,Bookkeeping/Thudam
tdh,thul1246,Sino-Tibetan,Sino-Tibetan/Himalayish/Mahakiranti/Kiranti/Thulung-Tilung-Koyi/Thulung
tyl,thul1247,Bookkeeping,Bookkeeping/Thu Lao
tbh,thur1254,Pama-Nyungan,Pama-Nyungan/Southeastern Pama-Nyungan/New South Wales Pama-Nyungan/Yuin-Kuri/Yuin/Northern Costal Yuin/Thurawal
thu,thur1255,Nilotic,Nilotic/Western Nilotic/Lwoo/Northern Lwoo/Luwo-Thuri/Thuri
ahi,tiag1235,Kru,Kru/Greater Western Kru/Western Kru/Grebo-Aizi/Aizi/Tiagbamrin Aizi
mnl,tial1239,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/North and Central Vanuatu/Northern Vanuatu/Espiritu Santo/West Santo/Central Santo/Tiale
tbj,tian1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Meso Melanesian linkage/New Ireland-Northwest Solomonic linkage/Tungak-Nalik/Tiang
bod,tibe1272,Sino-Tibetan,Sino-Tibetan/Bodic/Bodish/Early Old Tibetan/Middle Old Tibetan/Late Old Tibetan/Central Tibetan/Tibetan
ngy,tibe1274,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Bantu A-B10-B20-B30/Bafia (A.50)/Tibea
lsn,tibe1277,Sign Language,Sign Language/L1 Sign Language/Tibetan Sign Language
tcn,tich1238,Sino-Tibetan,Sino-Tibetan/Bodic/Bodish/Early Old Tibetan/Middle Old Tibetan/Late Old Tibetan/Central Tibetan/South-Western Tibetic/Dolpo-Tichurong/Tichurong
tca,ticu1245,Ticuna-Yuri,Ticuna-Yuri/Ticuna
mtx,tida1235,Otomanguean,Otomanguean/Eastern Otomanguean/Amuzgo-Mixtecan/Mixtecan/Mixtec-Cuicatec/Mixtec/Eastern Alta Mixtec/Tidaá Mixtec
tia,tidi1241,Afro-Asiatic,Afro-Asiatic/Berber/Greater Zenatic/Zenatic/Northern Saharan Oasis Berber/Tidikelt-Tuat Tamazight
tvo,tido1248,North Halmahera,North Halmahera/Northern North Halmahera/Ternatean/Tidore
tiq,tief1242,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Gur/Tiefoic/Tiefo-Daramandugu
boo,tiem1235,Mande,Mande/Western Mande/Northwestern Mande/Soninke-Bozo/Bozo/Nuclear Bozo/Ti-Bozo/Tiemacèwè Bozo
tii,tien1242,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Central-Western Bantu/West-Coastal Bantu/Nzadic/Lweric/Dingic/Loange-Atlantic/Kwilu-Ngounie/Kasai-Ngounie/Kwa-Kasai North/Sakata-Tiinic/Tiinic/Tiene
boz,tiey1235,Mande,Mande/Western Mande/Northwestern Mande/Soninke-Bozo/Bozo/Nuclear Bozo/Ti-Bozo/Tiéyaxo Bozo
tif,tifa1245,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Asmat-Awyu-Ok/Awyu-Ok/Ok-Oksapmin/Ok/Mountain Ok/Division A Mountain Ok/Tifal-Telefol/Tifalic/Tifal
tgc,tiga1245,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Meso Melanesian linkage/New Ireland-Northwest Solomonic linkage/Tungak-Nalik/Tigak
nza,tigo1236,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Jukunoid/Central Jukunoid/Jukun-Mbembe-Wurbo/Tigon Mbembe
tig,tigr1270,Afro-Asiatic,Afro-Asiatic/Semitic/West Semitic/Ethiosemitic/Tigre-Dahalik/Tigre
tir,tigr1271,Afro-Asiatic,Afro-Asiatic/Semitic/West Semitic/Ethiosemitic/Tigrinya
txq,tiii1241,Austronesian,Austronesian/Malayo-Polynesian/Timor-Babar/Rote-Meto/Nuclear Rote/Tii
xtl,tija1235,Otomanguean,Otomanguean/Eastern Otomanguean/Amuzgo-Mixtecan/Mixtecan/Mixtec-Cuicatec/Mixtec/Western Alta Mixtec/Southwestern Alta Mixtec/Chalcatongic/Sinicahua-Tijaltepec/Tijaltepec Mixtec
tik,tika1246,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Northern Bantoid/Tikar
tkp,tiko1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Central Pacific linkage/Tokalau Fijian/Polynesian/Nuclear Polynesian/Tikopia
otl,tila1239,Otomanguean,Otomanguean/Western Otomanguean/Otopame-Chinantecan/Otopamean/Otomian/Otomi/Southern Otomi/Tilapa Otomi
til,till1254,Salishan,Salishan/Coast Salish/Tillamook
zts,tilq1235,Otomanguean,Otomanguean/Eastern Otomanguean/Popoloca-Zapotecan/Zapotecan/Zapotec/Core Zapotec/Narrow Core Zapotec/Central Core Zapotec/Western Valley Zapotec/Extended Ocotepec Zapotec/Tilquiapanic/Tilquiapan Zapotec
tij,tilu1238,Sino-Tibetan,Sino-Tibetan/Himalayish/Mahakiranti/Kiranti/Thulung-Tilung-Koyi/Tilung
tms,tima1241,Katla-Tima,Katla-Tima/Tima
tim,timb1251,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Finisterre-Huon/Huon/Western Huon/Cromwell/Kabwum/Timbe
tem,timn1235,Atlantic-Congo,Atlantic-Congo/Mel/Northern Mel/Timne
tvy,timo1258,Indo-European,Indo-European/Classical Indo-European/Italic/Latino-Faliscan/Latinic/Imperial Latin/Romance/Italo-Western Romance/Western Romance/Shifted Western Romance/Southwestern Shifted Romance/West Ibero-Romance/Galician Romance/Macro-Portuguese/Luso-Asian Creole/Timor Pidgin
tjm,timu1245,Isolate,Timucua
tih,timu1262,Austronesian,Austronesian/Malayo-Polynesian/North Borneo Malayo-Polynesian/Sabahan/Southwest Sabahan/Greater Murutic/Murutic/Northern Murutic/Lowland Murut/Timugon Murut
lbf,tina1246,Sino-Tibetan,Sino-Tibetan/Bodic/West Himalayish/Western West Himalayish/Lahaulic/Tinani
xsb,tina1248,Austronesian,Austronesian/Malayo-Polynesian/Central Luzon/Sambalic/Tina-Bolinao/Tinà Sambal
tin,tind1238,Nakh-Daghestanian,Nakh-Daghestanian/Daghestanian/Avar-Andic-Tsezic/Andic/Bagvalal-Tindi/Tindi
tgv,ting1238,Bookkeeping,Bookkeeping/Tingui-Boto
tie,ting1253,Bookkeeping,Bookkeeping/Tingal
tit,tini1245,Isolate,Tinigua
tpz,tinp1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Meso Melanesian linkage/New Ireland-Northwest Solomonic linkage/St George linkage/Northwest Solomonic/North Bougainville Oceanic/Nuclear North Bougainville Oceanic/Buka/Saposa-Tinputz/Tinputzic/Tinputz
tpe,tipp1239,Sino-Tibetan,Sino-Tibetan/Brahmaputran/Bodo-Garo/Boroic/Dimasa-Kokborok/Tipperic/Tippera
tra,tira1253,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Eastern Dardic/Nuclear Eastern Dardic/Kohistani/Unclassified Kohistani/Tirahi
tic,tira1254,Heibanic,Heibanic/West-Central Heibanic/Western Heibanic/Tira
tde,tira1258,Dogon,Dogon/West Dogon/Tiranige Diga Dogon
cir,tiri1258,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Southern Melanesian/New Caledonian/Mainland New Caledonian/Southern New Caledonian/Mid-Southern New Caledonian/Tiri-Mea
tiy,tiru1241,Austronesian,Austronesian/Malayo-Polynesian/Bilic/Tiruray
tdq,tita1240,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Unclassified Benue-Congo/Tita
ttv,tita1241,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Admiralty Islands/Eastern Admiralty Islands/Manus/East Manus/Koro-Lele-Nali-Titan/Titan
tiv,tivv1240,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Tivoid/Central Tivoid/Central Tivoid A/Tiv-Evand/Tiv-Iyive-Otanga/Tiv
lax,tiwa1253,Sino-Tibetan,Sino-Tibetan/Brahmaputran/Bodo-Garo/Boroic/Tiwa-Boro/Tiwa (India)
tiw,tiwi1244,Isolate,Tiwi
tju,tjur1240,Pama-Nyungan,Pama-Nyungan/South-West Pama-Nyungan/Pilbara/Ngayarda/Central Ngayarda/Tjurruru
tpt,tlac1235,Totonacan,Totonacan/Tepehua/Tlachichilco Tepehua
tpl,tlac1237,Otomanguean,Otomanguean/Western Otomanguean/Subtiaba-Tlapanec/Mephaa/North-Central Mephaa/West-Central Mephaa/Tlacoapa Me'phaa
ctl,tlac1239,Otomanguean,Otomanguean/Western Otomanguean/Otopame-Chinantecan/Chinantecan/Central-Eastern Chinantec/Northwestern Chinantec/Chinantec Group I/Tlacoatzintepec-Chiltepec/Tlacoatzintepec Chinantec
zpk,tlac1240,Otomanguean,Otomanguean/Eastern Otomanguean/Popoloca-Zapotecan/Zapotecan/Zapotec/Core Zapotec/Macrocoatecano/Amatecano/Tlacolulita Zapotec
mxp,tlah1239,Mixe-Zoque,Mixe-Zoque/Mixe/Oaxaca Mixe/Lowland-Midland-South Highland Mixe/Tlahuitoltepec Mixe
nhj,tlal1234,Bookkeeping,Bookkeeping/Tlalitzlipa Nahuatl
nuz,tlam1239,Uto-Aztecan,Uto-Aztecan/Southern Uto-Aztecan/Corachol-Aztecan/Aztec/Western Nahuatl/Western Periphery-North Guerrero Nahuatl/North Guerrero Nahuatl/Tlamacazapa Nahuatl
mqh,tlaz1235,Otomanguean,Otomanguean/Eastern Otomanguean/Amuzgo-Mixtecan/Mixtecan/Mixtec-Cuicatec/Mixtec/Eastern Alta Mixtec/Southeastern Alta Mixtec/Tlazoyal-Penoles/Tlazoyaltepec Mixtec
tli,tlin1245,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak-Tlingit/Tlingit
mlu,toab1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Southeast Solomonic/Longgu-Malaita-Makira/Malaita-Makira/Malaita/Central-Northern Malaita/North Malaitan/To'abaita
tlz,toal1234,Bookkeeping,Bookkeeping/Toala'
tqo,toar1246,Eleman,Eleman/Eastern Eleman/Toaripi
tti,toba1266,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/North New Guinea linkage/Sarmi-Jayapura Bay/Jayapura Bay/Eastern Jayapura Bay/Tobati
tmf,toba1268,Lengua-Mascoy,Lengua-Mascoy/Eastern Enlhet-Enenlhet/Toba-Enenlhet
tob,toba1269,Guaicuruan,Guaicuruan/Guaicuru del Sur/Qom/Pilaga-Toba/Toba
tng,toba1280,Afro-Asiatic,Afro-Asiatic/Chadic/East Chadic/East Chadic A/East Chadic A.2/East Chadic A.2 2/Tobanga
tgh,toba1282,Indo-European,Indo-European/Classical Indo-European/Germanic/Northwest Germanic/West Germanic/North Sea Germanic/Anglo-Frisian/Anglic/Later Anglic/Middle-Modern English/Macro-English/Guinea Coast Creole English/Caribbean English Creole/Eastern Caribbean Creole/Vincent-Grenadian Creole/Grenada-Tobago Creole/Tobagonian Creole English
tlb,tobe1252,North Halmahera,North Halmahera/Northern North Halmahera/Mainland North Halmaheran/Tobelo-Tugutil/Tobelo
tox,tobi1238,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Micronesian/Central Micronesian/Western Micronesian/Chuukic-Ponapeic/Trukic/Western Trukic/Sonsorol-Tobi/Tobian
tgb,tobi1239,Austronesian,Austronesian/Malayo-Polynesian/North Borneo Malayo-Polynesian/Sabahan/Southwest Sabahan/Greater Dusunic/Dusunic/Tobilung
asu,toca1235,Tupian,Tupian/Eastern Tupian/Maweti-Guarani/Aweti-Guarani/Tupi-Guarani/Tupi-Guarani Subgroup IV/Tupi-Guarani Subgroup IV.A/Tocantins Asurini
taz,toch1257,Narrow Talodi,Narrow Talodi/Buram-Saraf/Acheron-Tocho/Tocho
tcx,toda1252,Dravidian,Dravidian/South Dravidian/South Dravidian I/Tamil-Kannada/Tamil-Kota/Tamil-Toda/Toda
tdr,todr1244,Austroasiatic,Austroasiatic/Bahnaric/North Bahnaric/Hre-Sedang-Todrah-Monam/Todrah
tlg,tofa1246,Namla-Tofanma,Namla-Tofanma/Tofanma
tfi,tofi1235,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Gbe/Eastern Gbe/Eastern Phla-Phera/Tofin Gbe
tor,togb1241,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Ubangi/Ubangi Ka/Bandaic/Nuclear Bandaic/Central Bandaic/Core Central Bandaic/Togbo-Vara Banda
tgy,togo1252,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Ubangi/Ubangi Ka/Sereic/Sere-Indri/Indri-Togoyo/Togoyo
ood,toho1245,Uto-Aztecan,Uto-Aztecan/Southern Uto-Aztecan/Tepiman/Piman/Tohono O'odham
toj,tojo1241,Mayan,Mayan/Core Mayan/Western Mayan/Kanjobalan-Chujean/Chujean/Tojolabal
zuh,toka1244,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Kainantu-Goroka/Goroka/Nuclear Goroka/Gahuku/Tokano
tkl,toke1240,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Central Pacific linkage/Tokalau Fijian/Polynesian/Nuclear Polynesian/Ellicean/Pukapukic/Samoan-Tokelauan/Tokelau
xto,tokh1242,Indo-European,Indo-European/Classical Indo-European/Tokharian/Tokharian A
txb,tokh1243,Indo-European,Indo-European/Classical Indo-European/Tokharian/Tokharian B
tok,toki1239,Artificial Language,Artificial Language/Toki Pona
tpi,tokp1240,Indo-European,Indo-European/Classical Indo-European/Germanic/Northwest Germanic/West Germanic/North Sea Germanic/Anglo-Frisian/Anglic/Later Anglic/Middle-Modern English/Macro-English/Pacific Creole English/Early Melanesian Pidgin/Tok Pisin
tkn,toku1246,Japonic,Japonic/Ryukyuan/Northern Ryukyuan/Amami/Nuclear Amami/Okinoerabu-Tokunoshima/Toku-No-Shima
lbw,tola1247,Austronesian,Austronesian/Malayo-Polynesian/Celebic/Greater Eastern Celebic/Eastern Celebic/Southeastern Celebic/Bungku-Tolaki/Western Bungku-Tolaki/West Coast Bungku-Tolaki/Tolaki
jic,toll1241,Jicaquean,Jicaquean/Tol
tlm,tolo1255,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/North and Central Vanuatu/Northern Vanuatu/Espiritu Santo/West Santo/Tolomako
tol,tolo1259,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak-Tlingit/Athabaskan-Eyak/Athabaskan/Pacific Coast Athabaskan/Oregon Athabaskan/Tolowa-Chetco
tod,toma1245,Mande,Mande/Western Mande/Manding-Kpelle/Southwest Mande/Mende-Loma/Loma/Toma
tdi,toma1248,Austronesian,Austronesian/Malayo-Polynesian/Celebic/Greater Eastern Celebic/Eastern Celebic/Southeastern Celebic/Bungku-Tolaki/Western Bungku-Tolaki/Interior Bungku-Tolaki/Tomadino
tom,tomb1243,Austronesian,Austronesian/Malayo-Polynesian/Sangiric-Minahasan/Minahasan/North Minahasan/Northeast Minahasan/Tombulu
txa,tomb1244,Austronesian,Austronesian/Malayo-Polynesian/North Borneo Malayo-Polynesian/Sabahan/Southwest Sabahan/Greater Dusunic/Paitanic/Tombonuo
ttp,tomb1245,Austronesian,Austronesian/Malayo-Polynesian/Celebic/Kaili-Wolio/Northern Kaili-Wolio/Pamona-Tombelala/Tombelala
toe,tome1239,Bookkeeping,Bookkeeping/Tomedes
txm,tomi1243,Austronesian,Austronesian/Malayo-Polynesian/Celebic/Greater Eastern Celebic/Tominic/Northern Tomini/Tomini
dto,tomm1242,Dogon,Dogon/Escarpment Dogon/Tommo So Dogon
dtm,tomo1243,Dogon,Dogon/Plains Dogon/Western Plains Dogon/Tomo Kan Dogon
tqp,tomo1244,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Meso Melanesian linkage/New Ireland-Northwest Solomonic linkage/Tomoip
tmx,tomy1239,Bookkeeping,Bookkeeping/Tomyang
tst,tond1249,Songhay,Songhay/Eastern Songhay/Tondi Songway Kiini
tdn,tond1251,Austronesian,Austronesian/Malayo-Polynesian/Sangiric-Minahasan/Minahasan/North Minahasan/Northeast Minahasan/Tondano
tnz,tong1308,Austroasiatic,Austroasiatic/Aslian/Central-Northern Aslian/North Aslian/Maniq-Menraq-Batek/Maniqic/Maniq
toi,tong1318,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Botatwe/Greater Eastern Botatwe/Central Eastern Botatwe/Kafue/Tonga (Zambia)
tny,tong1320,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Northeast Savanna Bantu/Unclassified Northeast Savanna Bantu/Bende-Tongwe/Tongwe
tog,tong1321,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Tumbuka-Sena-Nyanja/Tumbukic/Tonga (Nyasa)
ton,tong1325,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Central Pacific linkage/Tokalau Fijian/Polynesian/Tongic/Tonga (Tonga Islands)
xgf,tong1329,Uto-Aztecan,Uto-Aztecan/Northern Uto-Aztecan/Takic/Serran/Tongva
tjn,tonj1246,Mande,Mande/Western Mande/Manding-Kpelle/Central Mande/Manding-Jogo/Jogo-Jeri/Jogo/Tonjon
tqw,tonk1249,Isolate,Tonkawa
tnw,tons1239,Austronesian,Austronesian/Malayo-Polynesian/Sangiric-Minahasan/Minahasan/Tonsawang
txs,tons1240,Austronesian,Austronesian/Malayo-Polynesian/Sangiric-Minahasan/Minahasan/North Minahasan/Northeast Minahasan/Tonsea
tnt,tont1239,Austronesian,Austronesian/Malayo-Polynesian/Sangiric-Minahasan/Minahasan/North Minahasan/Tontemboan
toz,tooo1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Mbumic/Unclassified Mbum/To
ttj,toor1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Northeast Savanna Bantu/Great Lakes Bantu/West Nyanza/Rutara/North Rutara/Nkore-Kiga-Nyoro-Tooro/Nyoro-Tooro/Tooro
toq,topo1242,Nilotic,Nilotic/Eastern Nilotic/Teso-Lotuxo-Maa/Teso-Turkana/Turkanic/Toposa
toy,topo1243,Austronesian,Austronesian/Malayo-Polynesian/Celebic/Kaili-Wolio/Northern Kaili-Wolio/Topoiyo
ttu,tora1259,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Meso Melanesian linkage/New Ireland-Northwest Solomonic linkage/St George linkage/Northwest Solomonic/Mono-Uruavan/Torau
sda,tora1261,Austronesian,Austronesian/Malayo-Polynesian/Greater South Sulawesi/South Sulawesi/Northern South Sulawesi/Toraja-Duri/Torajic/Toraja-Sa'dan
trz,tora1263,Chapacuran,Chapacuran/Moreic-Waric/Moreic/Torá
trj,tora1267,Afro-Asiatic,Afro-Asiatic/Chadic/East Chadic/East Chadic B/East Chadic B.1/Dangla-Mabire-Birgit/Birgit-Mogum-Toram/Toram
fit,torn1244,Uralic,Uralic/Finnic/Coastal Finnic/Neva/North Finnic/Nuclear Finnish/Meänkieli
tdv,toro1249,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Benue-Congo Plateau/Alumic/Toro
tqr,toro1251,Narrow Talodi,Narrow Talodi/Lumun-Torona/Torona
dts,toro1252,Dogon,Dogon/Escarpment Dogon/Toro So Dogon
dtt,toro1253,Dogon,Dogon/Plains Dogon/Toro Tegu Dogon
tno,toro1255,Pano-Tacanan,Pano-Tacanan/Tacanan/Takanik-Chamik/Takanik/Araona-Toromono/Toromono
tei,torr1259,Nuclear Torricelli,Nuclear Torricelli/Kombio-Arapesh-Urat/Kombio-Yambes/Kombioic/Aro-Mukweym-Orok
tcs,torr1261,Indo-European,Indo-European/Classical Indo-European/Germanic/Northwest Germanic/West Germanic/North Sea Germanic/Anglo-Frisian/Anglic/Later Anglic/Middle-Modern English/Macro-English/Pacific Creole English/Early Melanesian Pidgin/Torres Strait-Lockhart River Creole
trw,torw1241,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Eastern Dardic/Nuclear Eastern Dardic/Kohistani/Dir-Swat Kohistani/Torwali
als,tosk1239,Indo-European,Indo-European/Classical Indo-European/Albanian/Albanian-Tosk/Northern Tosk Albanian
ttl,tote1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Botatwe/Western Botatwe/Machili/Totela
txo,toto1302,Sino-Tibetan,Sino-Tibetan/Dhimal-Lhokpu-Toto/Toto
txe,toto1304,Austronesian,Austronesian/Malayo-Polynesian/Tolitoli/Totoli
mto,toto1305,Mixe-Zoque,Mixe-Zoque/Mixe/Oaxaca Mixe/Totontepec Mixe
ttk,toto1306,Barbacoan,Barbacoan/Coconucan/Totoro
zph,toto1308,Otomanguean,Otomanguean/Eastern Otomanguean/Popoloca-Zapotecan/Zapotecan/Zapotec/West Zapotec/Totomachapan Zapotec
tqu,touo1238,Isolate,Touo
neb,tour1242,Mande,Mande/Eastern Mande/Southeastern Mande/Mano-Dan/Guro-Dan/Dan-Toura/Toura-Goo/Toura (Côte d'Ivoire)
don,tour1243,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Papuan Tip linkage/Peripheral Papuan Tip linkage/Central Papuan Oceanic/West Central Papuan linkage/Nuclear West Central Papuan linkage/Toura (Papua New Guinea)
ttn,towe1240,Pauwasi,Pauwasi/Western Pauwasi/Towei
xtg,tran1282,Indo-European,Indo-European/Classical Indo-European/Celtic/Nuclear Celtic/Core Celtic/Continental Transalpine Celtic/Transalpine Gaulish
trl,trav1235,Unclassifiable,Unclassifiable/Traveller Scottish
rmg,trav1236,Speech Register,Speech Register/Indo-European Speech Register/Scandinavian Romani/Traveller Norwegian
rmd,trav1237,Speech Register,Speech Register/Indo-European Speech Register/Scandinavian Romani/Traveller Danish
trm,treg1243,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Iranian-Nuristani/Nuristani/Ashkun-Kate-Waigali/Nuristani Kalasha-Tregami/Tregami
tme,trem1235,Unattested,Unattested/Tremembé
stg,trie1243,Austroasiatic,Austroasiatic/Bahnaric/West Bahnaric/Triengic/Trieng
tip,trim1239,Greater Kwerba,Greater Kwerba/Kwerba-Samarokena/Kwerbaic/Middle Mamberamo Kwerba/Kasonaic/Trimuris
trx,trin1271,Austronesian,Austronesian/Malayo-Polynesian/Land Dayak/Bidayuh-Southern Land Dayak/Bidayuh/Tringgus-Sembaan Bidayuh
tgq,trin1273,Austronesian,Austronesian/Malayo-Polynesian/North Borneo Malayo-Polynesian/North Sarawakan/Dayic/Tring
trn,trin1274,Arawakan,Arawakan/Southern Maipuran/Bolivian Arawakan/Mojeno-Paunaca/Mojeño/Trinitario-Javeriano-Loretano
